t 	T_s 	t_s	T_raw	t_nth_d	 cooling_rate	
536.00	138.8	536.00	138.8	536.00	-0.011	
537.00	138.8	537.00	138.8	537.00	-0.011	
538.00	138.8	538.00	138.8	538.00	-0.011	
539.00	138.8	539.00	138.8	539.00	-0.011	
540.00	138.8	540.00	138.8	540.00	-0.010	
541.00	138.8	541.00	138.8	541.00	-0.010	
542.00	138.7	542.00	138.7	542.00	-0.011	
543.00	138.7	543.00	138.7	543.00	-0.010	
544.00	138.7	544.00	138.7	544.00	-0.010	
545.00	138.7	545.00	138.7	545.00	-0.010	
546.00	138.7	546.00	138.7	546.00	-0.010	
547.00	138.7	547.00	138.7	547.00	-0.010	
548.00	138.7	548.00	138.7	548.00	-0.010	
549.00	138.7	549.00	138.7	549.00	-0.010	
550.00	138.7	550.00	138.7	550.00	-0.010	
551.00	138.7	551.00	138.7	551.00	-0.010	
552.00	138.6	552.00	138.6	552.00	-0.010	
553.00	138.6	553.00	138.6	553.00	-0.010	
554.00	138.6	554.00	138.6	554.00	-0.010	
555.00	138.6	555.00	138.6	555.00	-0.010	
556.00	138.6	556.00	138.6	556.00	-0.010	
557.00	138.6	557.00	138.6	557.00	-0.010	
558.00	138.6	558.00	138.6	558.00	-0.010	
559.00	138.6	559.00	138.6	559.00	-0.010	
560.00	138.6	560.00	138.6	560.00	-0.010	
561.00	138.6	561.00	138.6	561.00	-0.010	
562.00	138.5	562.00	138.5	562.00	-0.009	
563.00	138.5	563.00	138.5	563.00	-0.010	
564.00	138.5	564.00	138.5	564.00	-0.009	
565.00	138.5	565.00	138.5	565.00	-0.009	
566.00	138.5	566.00	138.5	566.00	-0.009	
567.00	138.5	567.00	138.5	567.00	-0.009	
568.00	138.5	568.00	138.5	568.00	-0.009	
569.00	138.5	569.00	138.5	569.00	-0.009	
570.00	138.5	570.00	138.5	570.00	-0.009	
571.00	138.5	571.00	138.5	571.00	-0.009	
572.00	138.5	572.00	138.4	572.00	-0.009	
573.00	138.4	573.00	138.4	573.00	-0.009	
574.00	138.4	574.00	138.4	574.00	-0.009	
575.00	138.4	575.00	138.4	575.00	-0.009	
576.00	138.4	576.00	138.4	576.00	-0.009	
577.00	138.4	577.00	138.4	577.00	-0.009	
578.00	138.4	578.00	138.4	578.00	-0.009	
579.00	138.4	579.00	138.4	579.00	-0.009	
580.00	138.4	580.00	138.4	580.00	-0.008	
581.00	138.4	581.00	138.4	581.00	-0.009	
582.00	138.4	582.00	138.4	582.00	-0.008	
583.00	138.4	583.00	138.3	583.00	-0.008	
584.00	138.3	584.00	138.3	584.00	-0.009	
585.00	138.3	585.00	138.3	585.00	-0.008	
586.00	138.3	586.00	138.3	586.00	-0.008	
587.00	138.3	587.00	138.3	587.00	-0.008	
588.00	138.3	588.00	138.3	588.00	-0.008	
589.00	138.3	589.00	138.3	589.00	-0.008	
590.00	138.3	590.00	138.3	590.00	-0.008	
591.00	138.3	591.00	138.3	591.00	-0.008	
592.00	138.3	592.00	138.3	592.00	-0.008	
593.00	138.3	593.00	138.3	593.00	-0.008	
594.00	138.3	594.00	138.3	594.00	-0.008	
595.00	138.3	595.00	138.3	595.00	-0.008	
596.00	138.2	596.00	138.2	596.00	-0.008	
597.00	138.2	597.00	138.2	597.00	-0.008	
598.00	138.2	598.00	138.2	598.00	-0.008	
599.00	138.2	599.00	138.2	599.00	-0.008	
600.00	138.2	600.00	138.2	600.00	-0.008	
601.00	138.2	601.00	138.2	601.00	-0.008	
602.00	138.2	602.00	138.2	602.00	-0.008	
603.00	138.2	603.00	138.2	603.00	-0.008	
604.00	138.2	604.00	138.2	604.00	-0.008	
605.00	138.2	605.00	138.2	605.00	-0.008	
606.00	138.2	606.00	138.2	606.00	-0.008	
607.00	138.2	607.00	138.2	607.00	-0.008	
608.00	138.2	608.00	138.2	608.00	-0.007	
609.00	138.1	609.00	138.2	609.00	-0.007	
610.00	138.1	610.00	138.1	610.00	-0.007	
611.00	138.1	611.00	138.1	611.00	-0.007	
612.00	138.1	612.00	138.1	612.00	-0.007	
613.00	138.1	613.00	138.1	613.00	-0.007	
614.00	138.1	614.00	138.1	614.00	-0.007	
615.00	138.1	615.00	138.1	615.00	-0.007	
616.00	138.1	616.00	138.1	616.00	-0.007	
617.00	138.1	617.00	138.1	617.00	-0.007	
618.00	138.1	618.00	138.1	618.00	-0.007	
619.00	138.1	619.00	138.1	619.00	-0.007	
620.00	138.1	620.00	138.1	620.00	-0.007	
621.00	138.1	621.00	138.1	621.00	-0.007	
622.00	138.1	622.00	138.1	622.00	-0.007	
623.00	138.1	623.00	138.1	623.00	-0.007	
624.00	138.0	624.00	138.0	624.00	-0.007	
625.00	138.0	625.00	138.0	625.00	-0.007	
626.00	138.0	626.00	138.0	626.00	-0.007	
627.00	138.0	627.00	138.0	627.00	-0.007	
628.00	138.0	628.00	138.0	628.00	-0.007	
629.00	138.0	629.00	138.0	629.00	-0.007	
630.00	138.0	630.00	138.0	630.00	-0.006	
631.00	138.0	631.00	138.0	631.00	-0.006	
632.00	138.0	632.00	138.0	632.00	-0.006	
633.00	138.0	633.00	138.0	633.00	-0.006	
634.00	138.0	634.00	138.0	634.00	-0.006	
635.00	138.0	635.00	138.0	635.00	-0.006	
636.00	138.0	636.00	138.0	636.00	-0.006	
637.00	138.0	637.00	138.0	637.00	-0.006	
638.00	138.0	638.00	137.9	638.00	-0.006	
639.00	137.9	639.00	137.9	639.00	-0.006	
640.00	137.9	640.00	137.9	640.00	-0.006	
641.00	137.9	641.00	137.9	641.00	-0.006	
642.00	137.9	642.00	137.9	642.00	-0.006	
643.00	137.9	643.00	137.9	643.00	-0.006	
644.00	137.9	644.00	137.9	644.00	-0.006	
645.00	137.9	645.00	137.9	645.00	-0.006	
646.00	137.9	646.00	137.9	646.00	-0.006	
647.00	137.9	647.00	137.9	647.00	-0.006	
648.00	137.9	648.00	137.9	648.00	-0.006	
649.00	137.9	649.00	137.9	649.00	-0.006	
650.00	137.9	650.00	137.9	650.00	-0.006	
651.00	137.9	651.00	137.9	651.00	-0.005	
652.00	137.9	652.00	137.9	652.00	-0.005	
653.00	137.9	653.00	137.9	653.00	-0.005	
654.00	137.9	654.00	137.9	654.00	-0.005	
655.00	137.9	655.00	137.9	655.00	-0.005	
656.00	137.8	656.00	137.8	656.00	-0.006	
657.00	137.8	657.00	137.8	657.00	-0.005	
658.00	137.8	658.00	137.8	658.00	-0.006	
659.00	137.8	659.00	137.8	659.00	-0.006	
660.00	137.8	660.00	137.8	660.00	-0.006	
661.00	137.8	661.00	137.8	661.00	-0.005	
662.00	137.8	662.00	137.8	662.00	-0.005	
663.00	137.8	663.00	137.8	663.00	-0.005	
664.00	137.8	664.00	137.8	664.00	-0.005	
665.00	137.8	665.00	137.8	665.00	-0.005	
666.00	137.8	666.00	137.8	666.00	-0.005	
667.00	137.8	667.00	137.8	667.00	-0.005	
668.00	137.8	668.00	137.8	668.00	-0.005	
669.00	137.8	669.00	137.8	669.00	-0.005	
670.00	137.8	670.00	137.8	670.00	-0.005	
671.00	137.8	671.00	137.8	671.00	-0.005	
672.00	137.8	672.00	137.8	672.00	-0.005	
673.00	137.8	673.00	137.8	673.00	-0.005	
674.00	137.8	674.00	137.8	674.00	-0.005	
675.00	137.8	675.00	137.7	675.00	-0.005	
676.00	137.7	676.00	137.7	676.00	-0.005	
677.00	137.7	677.00	137.7	677.00	-0.005	
678.00	137.7	678.00	137.7	678.00	-0.005	
679.00	137.7	679.00	137.7	679.00	-0.005	
680.00	137.7	680.00	137.7	680.00	-0.005	
681.00	137.7	681.00	137.7	681.00	-0.005	
682.00	137.7	682.00	137.7	682.00	-0.004	
683.00	137.7	683.00	137.7	683.00	-0.004	
684.00	137.7	684.00	137.7	684.00	-0.004	
685.00	137.7	685.00	137.7	685.00	-0.004	
686.00	137.7	686.00	137.7	686.00	-0.004	
687.00	137.7	687.00	137.7	687.00	-0.004	
688.00	137.7	688.00	137.7	688.00	-0.004	
689.00	137.7	689.00	137.7	689.00	-0.004	
690.00	137.7	690.00	137.7	690.00	-0.004	
691.00	137.7	691.00	137.7	691.00	-0.004	
692.00	137.7	692.00	137.7	692.00	-0.004	
693.00	137.7	693.00	137.7	693.00	-0.004	
694.00	137.7	694.00	137.7	694.00	-0.004	
695.00	137.7	695.00	137.7	695.00	-0.004	
696.00	137.7	696.00	137.7	696.00	-0.004	
697.00	137.7	697.00	137.7	697.00	-0.004	
698.00	137.6	698.00	137.6	698.00	-0.004	
699.00	137.6	699.00	137.6	699.00	-0.004	
700.00	137.6	700.00	137.6	700.00	-0.004	
701.00	137.6	701.00	137.6	701.00	-0.004	
702.00	137.6	702.00	137.6	702.00	-0.004	
703.00	137.6	703.00	137.6	703.00	-0.004	
704.00	137.6	704.00	137.6	704.00	-0.004	
705.00	137.6	705.00	137.6	705.00	-0.004	
706.00	137.6	706.00	137.6	706.00	-0.004	
707.00	137.6	707.00	137.6	707.00	-0.004	
708.00	137.6	708.00	137.6	708.00	-0.004	
709.00	137.6	709.00	137.6	709.00	-0.004	
710.00	137.6	710.00	137.6	710.00	-0.004	
711.00	137.6	711.00	137.6	711.00	-0.004	
712.00	137.6	712.00	137.6	712.00	-0.004	
713.00	137.6	713.00	137.6	713.00	-0.004	
714.00	137.6	714.00	137.6	714.00	-0.003	
715.00	137.6	715.00	137.6	715.00	-0.003	
716.00	137.6	716.00	137.6	716.00	-0.003	
717.00	137.6	717.00	137.6	717.00	-0.003	
718.00	137.6	718.00	137.6	718.00	-0.003	
719.00	137.6	719.00	137.6	719.00	-0.003	
720.00	137.6	720.00	137.6	720.00	-0.003	
721.00	137.6	721.00	137.6	721.00	-0.003	
722.00	137.6	722.00	137.6	722.00	-0.003	
723.00	137.6	723.00	137.6	723.00	-0.003	
724.00	137.6	724.00	137.6	724.00	-0.003	
725.00	137.6	725.00	137.6	725.00	-0.004	
726.00	137.6	726.00	137.6	726.00	-0.004	
727.00	137.5	727.00	137.5	727.00	-0.004	
728.00	137.5	728.00	137.5	728.00	-0.004	
729.00	137.5	729.00	137.5	729.00	-0.004	
730.00	137.5	730.00	137.5	730.00	-0.004	
731.00	137.5	731.00	137.5	731.00	-0.004	
732.00	137.5	732.00	137.5	732.00	-0.003	
733.00	137.5	733.00	137.5	733.00	-0.004	
734.00	137.5	734.00	137.5	734.00	-0.004	
735.00	137.5	735.00	137.5	735.00	-0.004	
736.00	137.5	736.00	137.5	736.00	-0.004	
737.00	137.5	737.00	137.5	737.00	-0.005	
738.00	137.5	738.00	137.5	738.00	-0.005	
739.00	137.5	739.00	137.5	739.00	-0.006	
740.00	137.5	740.00	137.5	740.00	-0.006	
741.00	137.5	741.00	137.5	741.00	-0.006	
742.00	137.5	742.00	137.5	742.00	-0.007	
743.00	137.5	743.00	137.5	743.00	-0.007	
744.00	137.5	744.00	137.5	744.00	-0.007	
745.00	137.5	745.00	137.5	745.00	-0.007	
746.00	137.5	746.00	137.5	746.00	-0.008	
747.00	137.4	747.00	137.4	747.00	-0.008	
748.00	137.4	748.00	137.4	748.00	-0.008	
749.00	137.4	749.00	137.4	749.00	-0.008	
750.00	137.4	750.00	137.4	750.00	-0.008	
751.00	137.4	751.00	137.4	751.00	-0.009	
752.00	137.4	752.00	137.4	752.00	-0.009	
753.00	137.4	753.00	137.4	753.00	-0.009	
754.00	137.4	754.00	137.4	754.00	-0.010	
755.00	137.4	755.00	137.4	755.00	-0.010	
756.00	137.4	756.00	137.4	756.00	-0.010	
757.00	137.4	757.00	137.4	757.00	-0.011	
758.00	137.3	758.00	137.3	758.00	-0.011	
759.00	137.3	759.00	137.3	759.00	-0.011	
760.00	137.3	760.00	137.3	760.00	-0.011	
761.00	137.3	761.00	137.3	761.00	-0.012	
762.00	137.3	762.00	137.3	762.00	-0.012	
763.00	137.3	763.00	137.3	763.00	-0.012	
764.00	137.3	764.00	137.3	764.00	-0.012	
765.00	137.3	765.00	137.3	765.00	-0.013	
766.00	137.2	766.00	137.2	766.00	-0.013	
767.00	137.2	767.00	137.2	767.00	-0.013	
768.00	137.2	768.00	137.2	768.00	-0.013	
769.00	137.2	769.00	137.2	769.00	-0.014	
770.00	137.2	770.00	137.2	770.00	-0.014	
771.00	137.2	771.00	137.2	771.00	-0.014	
772.00	137.2	772.00	137.2	772.00	-0.015	
773.00	137.2	773.00	137.1	773.00	-0.015	
774.00	137.1	774.00	137.1	774.00	-0.015	
775.00	137.1	775.00	137.1	775.00	-0.016	
776.00	137.1	776.00	137.1	776.00	-0.016	
777.00	137.1	777.00	137.1	777.00	-0.016	
778.00	137.1	778.00	137.1	778.00	-0.017	
779.00	137.1	779.00	137.1	779.00	-0.017	
780.00	137.0	780.00	137.0	780.00	-0.017	
781.00	137.0	781.00	137.0	781.00	-0.018	
782.00	137.0	782.00	137.0	782.00	-0.018	
783.00	137.0	783.00	137.0	783.00	-0.018	
784.00	137.0	784.00	137.0	784.00	-0.018	
785.00	136.9	785.00	136.9	785.00	-0.019	
786.00	136.9	786.00	136.9	786.00	-0.019	
787.00	136.9	787.00	136.9	787.00	-0.019	
788.00	136.9	788.00	136.9	788.00	-0.020	
789.00	136.9	789.00	136.9	789.00	-0.020	
790.00	136.9	790.00	136.8	790.00	-0.020	
791.00	136.8	791.00	136.8	791.00	-0.021	
792.00	136.8	792.00	136.8	792.00	-0.021	
793.00	136.8	793.00	136.8	793.00	-0.021	
794.00	136.8	794.00	136.8	794.00	-0.022	
795.00	136.7	795.00	136.8	795.00	-0.022	
796.00	136.7	796.00	136.7	796.00	-0.022	
797.00	136.7	797.00	136.7	797.00	-0.023	
798.00	136.7	798.00	136.7	798.00	-0.023	
799.00	136.7	799.00	136.6	799.00	-0.024	
800.00	136.6	800.00	136.6	800.00	-0.024	
801.00	136.6	801.00	136.6	801.00	-0.024	
802.00	136.6	802.00	136.6	802.00	-0.024	
803.00	136.6	803.00	136.6	803.00	-0.024	
804.00	136.5	804.00	136.5	804.00	-0.024	
805.00	136.5	805.00	136.5	805.00	-0.024	
806.00	136.5	806.00	136.5	806.00	-0.025	
807.00	136.5	807.00	136.5	807.00	-0.025	
808.00	136.4	808.00	136.4	808.00	-0.025	
809.00	136.4	809.00	136.4	809.00	-0.026	
810.00	136.4	810.00	136.4	810.00	-0.026	
811.00	136.4	811.00	136.3	811.00	-0.027	
812.00	136.3	812.00	136.3	812.00	-0.028	
813.00	136.3	813.00	136.3	813.00	-0.028	
814.00	136.3	814.00	136.3	814.00	-0.028	
815.00	136.2	815.00	136.2	815.00	-0.029	
816.00	136.2	816.00	136.2	816.00	-0.028	
817.00	136.2	817.00	136.2	817.00	-0.028	
818.00	136.2	818.00	136.2	818.00	-0.029	
819.00	136.1	819.00	136.1	819.00	-0.029	
820.00	136.1	820.00	136.1	820.00	-0.029	
821.00	136.1	821.00	136.1	821.00	-0.029	
822.00	136.0	822.00	136.1	822.00	-0.029	
823.00	136.0	823.00	136.0	823.00	-0.029	
824.00	136.0	824.00	136.0	824.00	-0.030	
825.00	136.0	825.00	136.0	825.00	-0.030	
826.00	135.9	826.00	135.9	826.00	-0.031	
827.00	135.9	827.00	135.9	827.00	-0.031	
828.00	135.9	828.00	135.9	828.00	-0.031	
829.00	135.8	829.00	135.8	829.00	-0.031	
830.00	135.8	830.00	135.8	830.00	-0.032	
831.00	135.8	831.00	135.8	831.00	-0.032	
832.00	135.7	832.00	135.7	832.00	-0.032	
833.00	135.7	833.00	135.7	833.00	-0.033	
834.00	135.7	834.00	135.7	834.00	-0.032	
835.00	135.6	835.00	135.6	835.00	-0.032	
836.00	135.6	836.00	135.6	836.00	-0.033	
837.00	135.6	837.00	135.6	837.00	-0.032	
838.00	135.5	838.00	135.5	838.00	-0.033	
839.00	135.5	839.00	135.5	839.00	-0.034	
840.00	135.5	840.00	135.5	840.00	-0.033	
841.00	135.4	841.00	135.4	841.00	-0.033	
842.00	135.4	842.00	135.4	842.00	-0.034	
843.00	135.4	843.00	135.4	843.00	-0.034	
844.00	135.3	844.00	135.3	844.00	-0.034	
845.00	135.3	845.00	135.3	845.00	-0.035	
846.00	135.3	846.00	135.3	846.00	-0.035	
847.00	135.2	847.00	135.2	847.00	-0.035	
848.00	135.2	848.00	135.2	848.00	-0.036	
849.00	135.2	849.00	135.2	849.00	-0.035	
850.00	135.1	850.00	135.1	850.00	-0.035	
851.00	135.1	851.00	135.1	851.00	-0.036	
852.00	135.1	852.00	135.1	852.00	-0.035	
853.00	135.0	853.00	135.0	853.00	-0.035	
854.00	135.0	854.00	135.0	854.00	-0.036	
855.00	135.0	855.00	135.0	855.00	-0.036	
856.00	134.9	856.00	134.9	856.00	-0.036	
857.00	134.9	857.00	134.9	857.00	-0.036	
858.00	134.8	858.00	134.9	858.00	-0.035	
859.00	134.8	859.00	134.8	859.00	-0.036	
860.00	134.8	860.00	134.8	860.00	-0.036	
861.00	134.7	861.00	134.7	861.00	-0.036	
862.00	134.7	862.00	134.7	862.00	-0.036	
863.00	134.7	863.00	134.7	863.00	-0.037	
864.00	134.6	864.00	134.6	864.00	-0.036	
865.00	134.6	865.00	134.6	865.00	-0.036	
866.00	134.6	866.00	134.6	866.00	-0.037	
867.00	134.5	867.00	134.5	867.00	-0.036	
868.00	134.5	868.00	134.5	868.00	-0.036	
869.00	134.4	869.00	134.4	869.00	-0.037	
870.00	134.4	870.00	134.4	870.00	-0.036	
871.00	134.4	871.00	134.4	871.00	-0.036	
872.00	134.3	872.00	134.3	872.00	-0.036	
873.00	134.3	873.00	134.3	873.00	-0.036	
874.00	134.3	874.00	134.3	874.00	-0.036	
875.00	134.2	875.00	134.2	875.00	-0.036	
876.00	134.2	876.00	134.2	876.00	-0.035	
877.00	134.2	877.00	134.1	877.00	-0.035	
878.00	134.1	878.00	134.1	878.00	-0.036	
879.00	134.1	879.00	134.1	879.00	-0.035	
880.00	134.1	880.00	134.0	880.00	-0.035	
881.00	134.0	881.00	134.0	881.00	-0.036	
882.00	134.0	882.00	134.0	882.00	-0.035	
883.00	133.9	883.00	133.9	883.00	-0.035	
884.00	133.9	884.00	133.9	884.00	-0.035	
885.00	133.9	885.00	133.9	885.00	-0.035	
886.00	133.8	886.00	133.8	886.00	-0.034	
887.00	133.8	887.00	133.8	887.00	-0.035	
888.00	133.8	888.00	133.8	888.00	-0.034	
889.00	133.7	889.00	133.7	889.00	-0.033	
890.00	133.7	890.00	133.7	890.00	-0.034	
891.00	133.7	891.00	133.7	891.00	-0.033	
892.00	133.6	892.00	133.6	892.00	-0.033	
893.00	133.6	893.00	133.6	893.00	-0.033	
894.00	133.6	894.00	133.6	894.00	-0.032	
895.00	133.5	895.00	133.5	895.00	-0.032	
896.00	133.5	896.00	133.5	896.00	-0.032	
897.00	133.5	897.00	133.5	897.00	-0.031	
898.00	133.4	898.00	133.4	898.00	-0.030	
899.00	133.4	899.00	133.4	899.00	-0.031	
900.00	133.4	900.00	133.4	900.00	-0.030	
901.00	133.4	901.00	133.4	901.00	-0.029	
902.00	133.3	902.00	133.3	902.00	-0.030	
903.00	133.3	903.00	133.3	903.00	-0.029	
904.00	133.3	904.00	133.3	904.00	-0.028	
905.00	133.2	905.00	133.2	905.00	-0.028	
906.00	133.2	906.00	133.2	906.00	-0.028	
907.00	133.2	907.00	133.2	907.00	-0.027	
908.00	133.2	908.00	133.2	908.00	-0.027	
909.00	133.1	909.00	133.1	909.00	-0.026	
910.00	133.1	910.00	133.1	910.00	-0.026	
911.00	133.1	911.00	133.1	911.00	-0.026	
912.00	133.1	912.00	133.1	912.00	-0.025	
913.00	133.0	913.00	133.0	913.00	-0.024	
914.00	133.0	914.00	133.0	914.00	-0.024	
915.00	133.0	915.00	133.0	915.00	-0.023	
916.00	133.0	916.00	133.0	916.00	-0.023	
917.00	132.9	917.00	132.9	917.00	-0.023	
918.00	132.9	918.00	132.9	918.00	-0.022	
919.00	132.9	919.00	132.9	919.00	-0.022	
920.00	132.9	920.00	132.9	920.00	-0.022	
921.00	132.9	921.00	132.9	921.00	-0.021	
922.00	132.8	922.00	132.8	922.00	-0.020	
923.00	132.8	923.00	132.8	923.00	-0.020	
924.00	132.8	924.00	132.8	924.00	-0.019	
925.00	132.8	925.00	132.8	925.00	-0.019	
926.00	132.8	926.00	132.8	926.00	-0.018	
927.00	132.7	927.00	132.7	927.00	-0.018	
928.00	132.7	928.00	132.7	928.00	-0.017	
929.00	132.7	929.00	132.7	929.00	-0.017	
930.00	132.7	930.00	132.7	930.00	-0.016	
931.00	132.7	931.00	132.7	931.00	-0.016	
932.00	132.7	932.00	132.7	932.00	-0.015	
933.00	132.6	933.00	132.6	933.00	-0.015	
934.00	132.6	934.00	132.6	934.00	-0.014	
935.00	132.6	935.00	132.6	935.00	-0.014	
936.00	132.6	936.00	132.6	936.00	-0.013	
937.00	132.6	937.00	132.6	937.00	-0.013	
938.00	132.6	938.00	132.6	938.00	-0.013	
939.00	132.6	939.00	132.6	939.00	-0.012	
940.00	132.5	940.00	132.5	940.00	-0.011	
941.00	132.5	941.00	132.5	941.00	-0.011	
942.00	132.5	942.00	132.5	942.00	-0.010	
943.00	132.5	943.00	132.5	943.00	-0.010	
944.00	132.5	944.00	132.5	944.00	-0.010	
945.00	132.5	945.00	132.5	945.00	-0.009	
946.00	132.5	946.00	132.5	946.00	-0.009	
947.00	132.5	947.00	132.5	947.00	-0.009	
948.00	132.5	948.00	132.5	948.00	-0.008	
949.00	132.5	949.00	132.5	949.00	-0.008	
950.00	132.5	950.00	132.5	950.00	-0.007	
951.00	132.4	951.00	132.4	951.00	-0.007	
952.00	132.4	952.00	132.4	952.00	-0.006	
953.00	132.4	953.00	132.4	953.00	-0.006	
954.00	132.4	954.00	132.4	954.00	-0.005	
955.00	132.4	955.00	132.4	955.00	-0.005	
956.00	132.4	956.00	132.4	956.00	-0.004	
957.00	132.4	957.00	132.4	957.00	-0.004	
958.00	132.4	958.00	132.4	958.00	-0.003	
959.00	132.4	959.00	132.4	959.00	-0.003	
960.00	132.4	960.00	132.4	960.00	-0.003	
961.00	132.4	961.00	132.4	961.00	-0.002	
962.00	132.4	962.00	132.4	962.00	-0.002	
963.00	132.4	963.00	132.4	963.00	-0.001	
964.00	132.4	964.00	132.4	964.00	-0.001	
965.00	132.4	965.00	132.4	965.00	-0.000	
966.00	132.4	966.00	132.4	966.00	0.001	
967.00	132.4	967.00	132.4	967.00	0.001	
968.00	132.4	968.00	132.4	968.00	0.001	
969.00	132.4	969.00	132.4	969.00	0.002	
970.00	132.4	970.00	132.4	970.00	0.002	
971.00	132.4	971.00	132.4	971.00	0.003	
972.00	132.4	972.00	132.4	972.00	0.003	
973.00	132.4	973.00	132.4	973.00	0.004	
974.00	132.4	974.00	132.4	974.00	0.004	
975.00	132.4	975.00	132.4	975.00	0.004	
976.00	132.4	976.00	132.4	976.00	0.005	
977.00	132.4	977.00	132.4	977.00	0.006	
978.00	132.4	978.00	132.4	978.00	0.006	
979.00	132.4	979.00	132.4	979.00	0.007	
980.00	132.5	980.00	132.4	980.00	0.007	
981.00	132.5	981.00	132.5	981.00	0.008	
982.00	132.5	982.00	132.5	982.00	0.008	
983.00	132.5	983.00	132.5	983.00	0.009	
984.00	132.5	984.00	132.5	984.00	0.009	
985.00	132.5	985.00	132.5	985.00	0.009	
986.00	132.5	986.00	132.5	986.00	0.009	
987.00	132.5	987.00	132.5	987.00	0.010	
988.00	132.5	988.00	132.5	988.00	0.010	
989.00	132.5	989.00	132.5	989.00	0.010	
990.00	132.5	990.00	132.5	990.00	0.010	
991.00	132.6	991.00	132.6	991.00	0.011	
992.00	132.6	992.00	132.6	992.00	0.011	
993.00	132.6	993.00	132.6	993.00	0.011	
994.00	132.6	994.00	132.6	994.00	0.012	
995.00	132.6	995.00	132.6	995.00	0.013	
996.00	132.6	996.00	132.6	996.00	0.013	
997.00	132.6	997.00	132.6	997.00	0.013	
998.00	132.6	998.00	132.6	998.00	0.014	
999.00	132.7	999.00	132.6	999.00	0.014	
1.00k	132.7	1.00k	132.7	1.00k	0.015	
1.00k	132.7	1.00k	132.7	1.00k	0.015	
1.00k	132.7	1.00k	132.7	1.00k	0.015	
1.00k	132.7	1.00k	132.7	1.00k	0.016	
1.00k	132.7	1.00k	132.7	1.00k	0.016	
1.01k	132.7	1.01k	132.7	1.01k	0.016	
1.01k	132.8	1.01k	132.8	1.01k	0.017	
1.01k	132.8	1.01k	132.8	1.01k	0.017	
1.01k	132.8	1.01k	132.8	1.01k	0.017	
1.01k	132.8	1.01k	132.8	1.01k	0.017	
1.01k	132.8	1.01k	132.8	1.01k	0.018	
1.01k	132.8	1.01k	132.8	1.01k	0.018	
1.01k	132.9	1.01k	132.9	1.01k	0.018	
1.01k	132.9	1.01k	132.9	1.01k	0.019	
1.01k	132.9	1.01k	132.9	1.01k	0.019	
1.02k	132.9	1.02k	132.9	1.02k	0.019	
1.02k	132.9	1.02k	132.9	1.02k	0.019	
1.02k	133.0	1.02k	133.0	1.02k	0.019	
1.02k	133.0	1.02k	133.0	1.02k	0.019	
1.02k	133.0	1.02k	133.0	1.02k	0.020	
1.02k	133.0	1.02k	133.0	1.02k	0.020	
1.02k	133.0	1.02k	133.0	1.02k	0.020	
1.02k	133.1	1.02k	133.1	1.02k	0.021	
1.02k	133.1	1.02k	133.1	1.02k	0.021	
1.02k	133.1	1.02k	133.1	1.02k	0.021	
1.03k	133.1	1.03k	133.1	1.03k	0.022	
1.03k	133.1	1.03k	133.1	1.03k	0.021	
1.03k	133.2	1.03k	133.2	1.03k	0.022	
1.03k	133.2	1.03k	133.2	1.03k	0.022	
1.03k	133.2	1.03k	133.2	1.03k	0.022	
1.03k	133.2	1.03k	133.2	1.03k	0.022	
1.03k	133.3	1.03k	133.3	1.03k	0.023	
1.03k	133.3	1.03k	133.3	1.03k	0.022	
1.03k	133.3	1.03k	133.3	1.03k	0.023	
1.03k	133.3	1.03k	133.3	1.03k	0.023	
1.04k	133.3	1.04k	133.3	1.04k	0.023	
1.04k	133.4	1.04k	133.4	1.04k	0.023	
1.04k	133.4	1.04k	133.4	1.04k	0.024	
1.04k	133.4	1.04k	133.4	1.04k	0.023	
1.04k	133.4	1.04k	133.4	1.04k	0.024	
1.04k	133.5	1.04k	133.5	1.04k	0.024	
1.04k	133.5	1.04k	133.5	1.04k	0.024	
1.04k	133.5	1.04k	133.5	1.04k	0.024	
1.04k	133.5	1.04k	133.5	1.04k	0.024	
1.04k	133.6	1.04k	133.6	1.04k	0.024	
1.05k	133.6	1.05k	133.6	1.05k	0.024	
1.05k	133.6	1.05k	133.6	1.05k	0.025	
1.05k	133.6	1.05k	133.6	1.05k	0.024	
1.05k	133.7	1.05k	133.7	1.05k	0.025	
1.05k	133.7	1.05k	133.7	1.05k	0.026	
1.05k	133.7	1.05k	133.7	1.05k	0.026	
1.05k	133.7	1.05k	133.7	1.05k	0.026	
1.05k	133.8	1.05k	133.8	1.05k	0.027	
1.05k	133.8	1.05k	133.8	1.05k	0.027	
1.05k	133.8	1.05k	133.8	1.05k	0.027	
1.06k	133.8	1.06k	133.8	1.06k	0.028	
1.06k	133.9	1.06k	133.9	1.06k	0.028	
1.06k	133.9	1.06k	133.9	1.06k	0.028	
1.06k	133.9	1.06k	133.9	1.06k	0.028	
1.06k	134.0	1.06k	133.9	1.06k	0.028	
1.06k	134.0	1.06k	134.0	1.06k	0.028	
1.06k	134.0	1.06k	134.0	1.06k	0.029	
1.06k	134.0	1.06k	134.0	1.06k	0.028	
1.06k	134.1	1.06k	134.1	1.06k	0.029	
1.06k	134.1	1.06k	134.1	1.06k	0.030	
1.07k	134.1	1.07k	134.1	1.07k	0.029	
1.07k	134.2	1.07k	134.2	1.07k	0.030	
1.07k	134.2	1.07k	134.2	1.07k	0.030	
1.07k	134.2	1.07k	134.2	1.07k	0.030	
